Name	Assembly	Level	G.Size.Mb	GC	Scaffolds	CDS	day	month	year	group1	group2
Malbranchea_cinnamomea	GCA_900128795.2	Scaffold	25.0526	49.8	817	0	15	6	2017	Fungi	Ascomycetes
Butyriboletus_roseoflavus	GCA_003315995.1	Scaffold	28.7674	49.1	2989	0	13	7	2018	Fungi	Basidiomycetes
Coprinus_comatus	GCA_003316025.1	Scaffold	30.6255	42.1	4507	0	13	7	2018	Fungi	Basidiomycetes
Boletus_speciosus	GCA_003316055.1	Scaffold	29.9055	48.9	4318	0	13	7	2018	Fungi	Basidiomycetes
Caloboletus_calopus	GCA_003316085.1	Scaffold	32.4325	48.1	4316	0	13	7	2018	Fungi	Basidiomycetes
Auricularia_polytricha	GCA_003316125.1	Scaffold	38.6887	46.7	4689	0	13	7	2018	Fungi	Basidiomycetes
Xerocomus_impolitus	GCA_003316335.1	Scaffold	41.6188	47.5	3109	0	13	7	2018	Fungi	Basidiomycetes
Pristionchus_arcanus	GCA_900490705.1	Scaffold	202.757	42.4	4263	0	22	6	2018	Animals	Roundworms
Pristionchus_maxplancki	GCA_900490775.1	Scaffold	265.593	44.3	69506	0	22	6	2018	Animals	Roundworms
Pristionchus_entomophagus	GCA_900490825.1	Scaffold	264.162	42.9	72721	0	22	6	2018	Animals	Roundworms
Parapristionchus_giblindavisi	GCA_900491355.1	Scaffold	200.834	39	7303	0	22	6	2018	Animals	Roundworms
Fusarium_sp._FIESC_28	GCA_003316985.1	Contig	37.7697	48.3	550	11779	13	7	2018	Fungi	Ascomycetes
Drosophila_athabasca	GCA_003185025.1	Chromosome	130.278	45.033	2421	0	1	6	2018	Animals	Insects
Pichia_norvegensis	GCA_003705465.1	Scaffold	10.2698	35.9	856	0	31	10	2018	Fungi	Ascomycetes
Pichia_fermentans	GCA_003339355.1	Scaffold	10.5686	41.6	714	0	24	7	2018	Fungi	Ascomycetes
Ophiocordyceps_sp._'camponoti-leonardi'	GCA_003339455.1	Scaffold	37.91	45.9	531	7046	24	7	2018	Fungi	Ascomycetes
Ophiocordyceps_sp._'camponoti-saundersi'	GCA_003339415.1	Scaffold	49.2653	40	1700	6946	24	7	2018	Fungi	Ascomycetes
Nothoprocta_perdicaria	GCA_003342845.1	Scaffold	965.904	42.1	2217	21504	26	7	2018	Animals	Birds
Apteryx_rowi	GCA_003343035.1	Scaffold	1228.9	41.6	4120	37618	26	7	2018	Animals	Birds
Naegleria_lovaniensis	GCA_003324165.1	Contig	30.8381	36.8795	111	0	16	7	2018	Protists	Other_Protists
Trichoplax_sp._H2	GCA_003344405.1	Scaffold	94.8787	32.7	1128	12174	27	7	2018	Animals	Other_Animals
Sphaceloma_murrayae	GCA_002895985.1	Scaffold	20.7187	54.5	98	8256	23	1	2018	Fungi	Ascomycetes
Aspergillus_welwitschiae	GCA_003344945.1	Scaffold	37.5119	49.7	396	13684	30	7	2018	Fungi	Ascomycetes
Aspergillus_phoenicis_ATCC_13157	GCA_003344505.1	Scaffold	35.7535	49.5	55	11972	27	7	2018	Fungi	Ascomycetes
Fusarium_fracticaudum	GCA_003353625.1	Scaffold	46.2528	47.6	50	0	2	8	2018	Fungi	Ascomycetes
Glossosoma_conforme	GCA_003347265.1	Scaffold	604.294	34.3	119821	0	31	7	2018	Animals	Insects
Cystobasidiaceae_sp._HBUAS51001	GCA_003351005.1	Scaffold	42.4283	53.9	316	0	31	7	2018	Fungi	Basidiomycetes
Talaromyces_borbonicus	GCA_002916415.1	Scaffold	27.0504	46.1	28	0	5	2	2018	Fungi	Ascomycetes
Quillaja_saponaria	GCA_003338715.1	Contig	248.908	34.2	48349	0	24	7	2018	Plants	Land_Plants
Mus_spicilegus	GCA_003336285.1	Scaffold	2496.08	0	37536	0	23	7	2018	Animals	Mammals
Globobulimina_sp.	GCA_003354225.1	Contig	70.2264	34.3	48370	0	2	8	2018	Protists	Other_Protists
Ageneiosus_marmoratus	GCA_003347165.1	Scaffold	1030	26.5	16063	0	31	7	2018	Animals	Fishes
Coleophoma_crateriformis	GCA_003369635.1	Scaffold	40.652	48.2	45	13257	10	8	2018	Fungi	Ascomycetes
Aspergillus_mulundensis	GCA_003369625.1	Scaffold	45.3419	43.4	160	11603	10	8	2018	Fungi	Ascomycetes
Coleophoma_cylindrospora	GCA_003369665.1	Scaffold	42.4808	48.6	77	14177	10	8	2018	Fungi	Ascomycetes
Bos_indicus_x_Bos_taurus	GCA_003369695.2	Chromosome	2680.95	41.8269	1250	54075	10	8	2018	Animals	Mammals
Phialophora_cf._hyalina_BP_5553	GCA_003357145.1	Scaffold	33.6398	48.1	32	10707	3	8	2018	Fungi	Ascomycetes
Crypturellus_cinnamomeus	GCA_003342915.1	Scaffold	1122.05	41.7	8086	0	26	7	2018	Animals	Birds
Neonectria_hederae	GCA_003385265.1	Scaffold	43.2858	49.4	508	0	14	8	2018	Fungi	Ascomycetes
Corinectria_fuckeliana	GCA_003385255.1	Scaffold	39.0147	52.2	1399	0	14	8	2018	Fungi	Ascomycetes
Neonectria_punicea	GCA_003385315.1	Scaffold	41.4748	52.7	1779	0	14	8	2018	Fungi	Ascomycetes
Colletotrichum_lentis	GCA_003386485.1	Scaffold	56.1001	49.1	50	0	14	8	2018	Fungi	Ascomycetes
Mucuna_pruriens	GCA_003370565.1	Scaffold	397.042	31.4	18487	56019	10	8	2018	Plants	Land_Plants
Echium_plantagineum	GCA_003412495.1	Contig	348.921	34.7	1091	0	21	8	2018	Plants	Land_Plants
Aquanectria_penicillioides	GCA_003415625.1	Scaffold	53.7635	47.9	13	0	22	8	2018	Fungi	Ascomycetes
Articulospora_tetracladia	GCA_003415645.1	Scaffold	41.8468	48.4	20	0	22	8	2018	Fungi	Ascomycetes
Xylaria_polymorpha	GCA_003426235.1	Scaffold	43.517	48.5	947	0	23	8	2018	Fungi	Ascomycetes
Xylaria_longipes	GCA_003426265.1	Contig	43.1919	48.5	1006	12638	23	8	2018	Fungi	Ascomycetes
Harmonia_axyridis	GCA_003402655.1	Scaffold	422.831	32.6	7485	0	25	7	2018	Animals	Insects
Metschnikowia_reukaufii	GCA_003401635.1	Chromosome	15.5523	41.8307	9	0	16	8	2018	Fungi	Ascomycetes
Chara_braunii	GCA_003427395.1	Scaffold	1751.21	39.5	11654	35665	13	7	2018	Plants	Other_Plants
Yarrowia_bubula	GCA_900519075.1	Scaffold	20.902	46.2	28	0	19	8	2018	Fungi	Ascomycetes
Trichoderma_atrobrunneum	GCA_003439915.1	Contig	39.1494	49.2	847	0	31	8	2018	Fungi	Ascomycetes
Hondaea_fermentalgiana	GCA_002897355.1	Scaffold	38.9434	56.8	2232	11853	9	12	2017	Protists	Other_Protists
Yamadazyma_tenuis_ATCC_10573	GCA_000223465.1	Scaffold	10.747	43	25	6985	16	8	2011	Fungi	Ascomycetes
Syrmaticus_mikado	GCA_003435085.1	Scaffold	1066.43	40.5	71281	0	31	8	2018	Animals	Birds
Aspergillus_tanneri	GCA_003426965.1	Contig	38.7194	47.3	14	0	24	8	2018	Fungi	Ascomycetes
Yarrowia_divulgata	GCA_900519045.1	Scaffold	21.2421	50.1	19	0	19	8	2018	Fungi	Ascomycetes
Yarrowia_hollandica	GCA_900519065.1	Scaffold	20.0688	47.8	18	0	19	8	2018	Fungi	Ascomycetes
Yarrowia_osloensis	GCA_900519015.1	Scaffold	23.2467	50.6	37	0	19	8	2018	Fungi	Ascomycetes
Yarrowia_porcina	GCA_900519025.1	Scaffold	30.4342	43.7	43	0	20	8	2018	Fungi	Ascomycetes
Yarrowia_yakushimensis	GCA_900518995.1	Scaffold	18.8386	48.3	7	0	20	8	2018	Fungi	Ascomycetes
Saccharomyces_jurei	GCA_900290405.1	Complete	11.9388	37.9003	18	0	19	8	2018	Fungi	Ascomycetes
Crotalus_viridis_viridis	GCA_003400415.2	Chromosome	1340.2	39.3623	7043	0	16	8	2018	Animals	Reptiles
Candida_hispaniensis	GCA_900535975.1	Chromosome	10.6526	41.6468	6	0	29	8	2018	Fungi	Ascomycetes
Morchella_importuna	GCA_003444635.1	Scaffold	51.0782	47.3	106	0	4	9	2018	Fungi	Ascomycetes
Ceratocystis_smalleyi	GCA_003449175.1	Scaffold	25.7631	50.7	1242	0	4	9	2018	Fungi	Ascomycetes
Trifolium_medium	GCA_003490085.1	Scaffold	492.653	33.5	1471389	0	6	9	2018	Plants	Land_Plants
Phaeosphaeria_sp._A1_3.1a	GCA_003501895.1	Scaffold	39.2475	52.2	2511	0	7	9	2018	Fungi	Ascomycetes
Parastagonospora_avenaria_f._sp._tritici	GCA_003503115.1	Scaffold	33.6779	50.7	1843	0	7	9	2018	Fungi	Ascomycetes
Phaeosphaeria_sp._H6.2b	GCA_003503105.1	Scaffold	38.8899	52.2	2508	0	7	9	2018	Fungi	Ascomycetes
Eonycteris_spelaea	GCA_003508835.1	Contig	1966.86	40.3	4469	0	7	9	2018	Animals	Mammals
Cetradonia_linearis	GCA_003521265.1	Scaffold	19.465	48.2	2703	0	10	9	2018	Fungi	Ascomycetes
Hymenoscyphus_linearis	GCA_900536425.1	Scaffold	50.3214	44.1	1266	0	29	8	2018	Fungi	Ascomycetes
Rhizophagus_sp._MUCL_43196	GCA_003549995.1	Scaffold	125.863	23.8	2757	23014	30	8	2018	Fungi	Other_Fungi
Protomyces_sp._C29	GCA_003568695.1	Contig	11.928	50.9	233	0	13	9	2018	Fungi	Ascomycetes
Trebouxiophyceae_sp._KSI-1	GCA_003568905.1	Scaffold	44.6862	64.1	22485	0	29	8	2018	Plants	Green_Algae
Kipferlia_bialata	GCA_003568945.1	Scaffold	51.0277	46.4	11563	3622	4	9	2018	Protists	Other_Protists
Coccinella_septempunctata	GCA_003568925.1	Scaffold	514.957	33.1	55573	0	23	8	2018	Animals	Insects
Ulva_mutabilis	GCA_900538255.1	Scaffold	98.4847	57.1	318	0	12	9	2018	Plants	Green_Algae
Magnolia_ashei	GCA_003571905.1	Scaffold	284.512	39.5	265493	0	17	9	2018	Plants	Land_Plants
Alternaria_sp._MG1	GCA_003574525.1	Scaffold	34.6956	49.9	130	13440	18	9	2018	Fungi	Ascomycetes
Hyposmocoma_kahamanoa	GCA_003589595.1	Scaffold	731.441	37.9	2929	20437	21	9	2018	Animals	Insects
Arthrocladium_fulminans	GCA_003614865.1	Scaffold	27.1953	51.8	27	0	5	10	2018	Fungi	Ascomycetes
Cladosporium_phlei	GCA_003614995.1	Contig	32.816	52.9	4969	0	5	10	2018	Fungi	Ascomycetes
Morone_chrysops	GCA_003610055.1	Scaffold	620.984	40	84096	0	2	10	2018	Animals	Fishes
Hymenoscyphus_occultus	GCA_900536445.1	Scaffold	57.8517	44.2	3713	0	29	8	2018	Fungi	Ascomycetes
Micoletzkya_japonica	GCA_900490955.1	Scaffold	201.901	44.9	137965	0	22	6	2018	Animals	Roundworms
Pristionchus_japonicus	GCA_900490845.1	Scaffold	223.093	44.4	33291	0	22	6	2018	Animals	Roundworms
Pristionchus_mayeri	GCA_900490875.1	Scaffold	297.448	42.8	84599	0	22	6	2018	Animals	Roundworms
Pristionchus_fissidentatus	GCA_900490895.1	Scaffold	247.443	42	56870	0	22	6	2018	Animals	Roundworms
Solenopsis_fugax	GCA_003595255.1	Scaffold	335.324	35.8	81632	0	25	9	2018	Animals	Insects
Pseudonaja_textilis	GCA_900518735.1	Scaffold	1590.04	40.1	28550	31677	19	8	2018	Animals	Reptiles
Metchnikovella_incurvata	GCA_003600395.1	Contig	5.83509	32.8	2602	0	26	9	2018	Fungi	Other_Fungi
Tuber_microsphaerosporum	GCA_003521225.1	Scaffold	96.9789	0	10567	0	10	9	2018	Fungi	Ascomycetes
Tricholoma_sp._MG99	GCA_003521275.1	Scaffold	59.5367	0	18072	0	10	9	2018	Fungi	Basidiomycetes
Goniomonas_avonlea	GCA_003573635.1	Contig	91.517	0	31852	0	18	9	2018	Protists	Other_Protists
Aspergillus_spinulosporus	GCA_003574815.1	Scaffold	33.1692	0	5527	0	18	9	2018	Fungi	Ascomycetes
Mixornis_gularis	GCA_003546035.1	Scaffold	1036.1	0	9542	0	11	9	2018	Animals	Birds
Aspergillus_sclerotialis	GCA_003589665.1	Contig	27.9758	46.9	7484	11307	21	9	2018	Fungi	Ascomycetes
Salvator_merianae	GCA_003586115.2	Scaffold	2068.17	41.5	4512	0	20	9	2018	Animals	Reptiles
Chelonoidis_abingdonii	GCA_003597395.1	Scaffold	2300.75	45.4	10623	0	25	9	2018	Animals	Reptiles
Duddingtonia_flagrans	GCA_004000055.1	Contig	36.6458	45.1	14	10346	8	1	2019	Fungi	Ascomycetes
Fusarium_metavorans	GCA_001633045.1	Scaffold	46.941	51.8	103	0	27	4	2016	Fungi	Ascomycetes
Caulochytrium_protostelioides	GCA_003615045.1	Scaffold	21.7969	66.4	564	6168	5	10	2018	Fungi	Other_Fungi
Piptocephalis_cylindrospora	GCA_003614145.1	Scaffold	10.7485	51.2	1381	4301	4	10	2018	Fungi	Other_Fungi
Thamnocephalis_sphaerospora	GCA_003614735.1	Scaffold	18.2038	56	1385	6857	4	10	2018	Fungi	Other_Fungi
Syncephalis_pseudoplumigaleata	GCA_003614755.1	Scaffold	16.2631	56	3315	6118	4	10	2018	Fungi	Other_Fungi
Dimargaris_cristalligena	GCA_003614675.1	Scaffold	30.6548	48.1	2220	7384	4	10	2018	Fungi	Other_Fungi
Coniochaeta_pulveracea	GCA_003635345.1	Scaffold	30.0207	51.4	852	10035	11	10	2018	Fungi	Ascomycetes
Blyttiomyces_helicus	GCA_003614705.1	Scaffold	46.4689	53.8	8398	12167	4	10	2018	Fungi	Other_Fungi
Plasmopara_obducens	GCA_003640625.1	Scaffold	295.301	48.5	108828	0	12	10	2018	Protists	Other_Protists
Leishmania_lainsoni	GCA_003664395.1	Contig	34.152	57.8	137	0	16	10	2018	Protists	Kinetoplasts
Picocystis_sp._ML	GCA_003665715.1	Contig	29.6462	53.6	318	0	16	10	2018	Plants	Green_Algae
Microbotryum_silenes-acaulis	GCA_003665825.1	Contig	29.8581	56.3	89	0	17	10	2018	Fungi	Basidiomycetes
Pallidocercospora_crystallina	GCA_003666085.1	Contig	36.9527	52.8	309	0	17	10	2018	Fungi	Ascomycetes
Oidium_neolycopersici	GCA_003610855.1	Scaffold	41.9833	38.2	10900	6851	3	10	2018	Fungi	Ascomycetes
Golovinomyces_cichoracearum	GCA_003611235.1	Scaffold	65.8869	40.1	25079	6532	3	10	2018	Fungi	Ascomycetes
Electrophorus_electricus	GCA_003665695.2	Scaffold	551.881	42.8	8786	37771	17	10	2018	Animals	Fishes
Hyaloscypha_variabilis_F	GCA_002865655.1	Scaffold	55.8578	47.6	93	20386	8	1	2018	Fungi	Ascomycetes
Meliniomyces_bicolor_E	GCA_002865645.1	Scaffold	82.3848	38.6	206	18617	8	1	2018	Fungi	Ascomycetes
Kluyveromyces_nonfermentans	GCA_003670155.1	Scaffold	9.56758	35.9	266	0	22	10	2018	Fungi	Ascomycetes
Fusarium_subtropicale	GCA_003670145.1	Scaffold	35.3767	48.5	1080	0	22	10	2018	Fungi	Ascomycetes
Thielaviopsis_basicola	GCA_003671435.1	Scaffold	25.4521	51.5	78	0	22	10	2018	Fungi	Ascomycetes
Komagataella_pseudopastoris	GCA_003671595.2	Scaffold	9.15211	41.6	84	0	22	10	2018	Fungi	Ascomycetes
Zygotorulaspora_mrakii	GCA_003671565.1	Scaffold	10.3826	40	501	0	22	10	2018	Fungi	Ascomycetes
Zygotorulaspora_florentina	GCA_003671575.2	Scaffold	11.0697	41	349	0	22	10	2018	Fungi	Ascomycetes
Megathymus_ursus_violae	GCA_003671415.1	Scaffold	429.428	34.7	1515	0	22	10	2018	Animals	Insects
Trypanosomatidae_sp._JR-2017a	GCA_003671325.1	Scaffold	54.075	0	5220	0	22	10	2018	Protists	Kinetoplasts
Heterostelium_multicystogenum	GCA_003667245.1	Contig	30.3256	38.3	596	0	19	10	2018	Protists	Other_Protists
Euschistus_heros	GCA_003667255.1	Contig	1325.16	32.1	3209	0	19	10	2018	Animals	Insects
Speleostelium_caveatum	GCA_003667305.1	Scaffold	30.9522	27.7	2180	0	19	10	2018	Protists	Other_Protists
Meyerozyma_sp._JA9	GCA_003676015.1	Scaffold	10.3456	47.2	25	5016	23	10	2018	Fungi	Ascomycetes
Spathaspora_sp._JA1	GCA_003676035.1	Scaffold	14.4786	34.6	180	5253	23	10	2018	Fungi	Ascomycetes
Plasmopara_muralis	GCA_003676415.1	Scaffold	59.5409	44.3	1437	0	23	10	2018	Protists	Other_Protists
Pogostemon_cablin	GCA_003675935.1	Scaffold	1916.69	0	41698	0	23	10	2018	Plants	Land_Plants
Dinothrombium_tinctorium	GCA_003675995.1	Scaffold	180.399	32.3	22758	19024	23	10	2018	Animals	Other_Animals
Erythrura_gouldiae	GCA_003676055.1	Scaffold	1070.79	41	18372	18845	23	10	2018	Animals	Birds
Marmota_flaviventris	GCA_003676075.1	Scaffold	2582.14	40.1	32915	36495	22	10	2018	Animals	Mammals
Nothophytophthora_sp._Chile5	GCA_001712635.2	Scaffold	84.4455	57.1	11901	27122	24	8	2016	Protists	Other_Protists
Rhopalosiphum_maidis	GCA_003676215.3	Chromosome	326.023	27.6757	220	19503	23	10	2018	Animals	Insects
Podospora_comata	GCA_900290415.1	Chromosome	34.3855	52.4036	8	10448	22	10	2018	Fungi	Ascomycetes
Hirundo_rustica_rustica	GCA_003692655.1	Scaffold	1213.74	41.6	364	35006	29	10	2018	Animals	Birds
Venturia_aucupariae	GCA_003693225.1	Scaffold	51.7	0	11098	0	26	10	2018	Fungi	Ascomycetes
Venturia_asperata	GCA_003689335.1	Scaffold	33.2828	49.5	2760	0	26	10	2018	Fungi	Ascomycetes
Pseudonectria_buxi	GCA_003693545.1	Scaffold	27.9218	54.4	342	0	29	10	2018	Fungi	Ascomycetes
Coccinonectria_pachysandricola	GCA_003693555.1	Scaffold	25.7047	51.3	359	0	29	10	2018	Fungi	Ascomycetes
Chaetothyriales_sp._CBS_134920	GCA_003693665.1	Scaffold	20.7481	53.8	408	5984	29	10	2018	Fungi	Ascomycetes
Polymyxa_betae	GCA_003693705.1	Scaffold	27.0858	45	1001	0	29	10	2018	Protists	Other_Protists
Ganoderma_australe	GCA_003697905.1	Contig	84.2548	55.6	776	0	30	10	2018	Fungi	Basidiomycetes
Fusarium_kuroshium	GCA_003698175.1	Scaffold	46.6368	51.3	1403	16485	30	10	2018	Fungi	Ascomycetes
Phialosimplex_sp._HF37	GCA_003698115.1	Contig	21.932	30.3	5986	0	30	10	2018	Fungi	Ascomycetes
Fusarium_incarnatum	GCA_003709435.1	Contig	38.2648	48.5	325	0	1	11	2018	Fungi	Ascomycetes
Ogataea_henricii	GCA_003705115.1	Scaffold	12.6047	49.2	497	0	31	10	2018	Fungi	Ascomycetes
Ambrosiozyma_ambrosiae	GCA_003705185.1	Scaffold	14.8687	32.5	183	0	31	10	2018	Fungi	Ascomycetes
Komagataella_populi	GCA_003705255.2	Scaffold	9.20622	41.5	125	0	31	10	2018	Fungi	Ascomycetes
Starmera_quercuum	GCA_003705275.1	Scaffold	11.7462	40	265	0	31	10	2018	Fungi	Ascomycetes
Spencermartinsiella_europaea	GCA_003705305.2	Scaffold	14.7109	46.3	281	0	31	10	2018	Fungi	Ascomycetes
Priceomyces_medius	GCA_003705335.1	Scaffold	11.0838	36.8	176	0	31	10	2018	Fungi	Ascomycetes
Sporopachydermia_lactativora	GCA_003705295.1	Scaffold	16.6539	44.4	1194	0	31	10	2018	Fungi	Ascomycetes
Saturnispora_mendoncae	GCA_003705365.1	Scaffold	9.08163	32.8	550	0	31	10	2018	Fungi	Ascomycetes
Saturnispora_serradocipensis	GCA_003705415.1	Scaffold	10.3177	37.1	645	0	31	10	2018	Fungi	Ascomycetes
Saturnispora_zaruensis	GCA_003705435.1	Scaffold	9.88362	37.8	302	0	31	10	2018	Fungi	Ascomycetes
Pichia_occidentalis	GCA_003705455.2	Scaffold	12.0243	40.1	720	0	31	10	2018	Fungi	Ascomycetes
Pichia_nakasei	GCA_003705495.1	Scaffold	10.4137	33.3	209	0	31	10	2018	Fungi	Ascomycetes
[Candida]_athensensis	GCA_003705555.1	Contig	9.66466	45.5	34	0	31	10	2018	Fungi	Ascomycetes
Pichia_heedii	GCA_003705525.2	Scaffold	10.7203	30.2	650	0	31	10	2018	Fungi	Ascomycetes
Diddensiella_caesifluorescens	GCA_003705635.1	Scaffold	12.0079	44.6	266	0	31	10	2018	Fungi	Ascomycetes
Kodamaea_laetipori	GCA_003705675.1	Contig	15.039	40.3	118	0	31	10	2018	Fungi	Ascomycetes
Ogataea_nitratoaversa	GCA_003705625.1	Scaffold	14.3441	34.7	910	0	31	10	2018	Fungi	Ascomycetes
Blastobotrys_raffinosifermentans	GCA_003705705.1	Scaffold	12.4582	48.2	61	0	31	10	2018	Fungi	Ascomycetes
Ambrosiozyma_vanderkliftii	GCA_003705225.1	Scaffold	15.6204	34.4	4756	0	31	10	2018	Fungi	Ascomycetes
Blastobotrys_serpentis	GCA_003705695.1	Scaffold	13.8904	42	846	0	31	10	2018	Fungi	Ascomycetes
Blastobotrys_peoriensis	GCA_003705735.2	Scaffold	14.1193	51.8	246	0	31	10	2018	Fungi	Ascomycetes
Wickerhamiella_cacticola	GCA_003705615.1	Scaffold	12.9385	48.2	1891	0	31	10	2018	Fungi	Ascomycetes
Blastobotrys_americana	GCA_003705795.2	Scaffold	12.5932	43.8	148	0	31	10	2018	Fungi	Ascomycetes
Blastobotrys_mokoenaii	GCA_003705765.2	Scaffold	13.7779	48.9	512	0	31	10	2018	Fungi	Ascomycetes
Blastobotrys_muscicola	GCA_003705745.2	Scaffold	14.7129	50.3	663	0	31	10	2018	Fungi	Ascomycetes
Lipomyces_suomiensis	GCA_003705835.2	Scaffold	14.0652	44.3	145	0	31	10	2018	Fungi	Ascomycetes
Lipomyces_mesembrius	GCA_003705845.2	Scaffold	17.1348	47	531	0	31	10	2018	Fungi	Ascomycetes
Lipomyces_doorenjongii	GCA_003705865.1	Scaffold	12.2265	44.1	390	0	31	10	2018	Fungi	Ascomycetes
Lipomyces_japonicus	GCA_003705895.1	Scaffold	13.9133	41.9	690	0	31	10	2018	Fungi	Ascomycetes
Lipomyces_kononenkoae	GCA_003705905.1	Scaffold	17.275	46.8	706	0	31	10	2018	Fungi	Ascomycetes
Tetrapisispora_iriomotensis	GCA_003705975.1	Scaffold	12.0581	32.5	576	0	31	10	2018	Fungi	Ascomycetes
Lipomyces_lipofer	GCA_003705915.1	Scaffold	19.8561	48.2	996	0	31	10	2018	Fungi	Ascomycetes
Peterozyma_toletana	GCA_003706045.1	Scaffold	13.6699	38	422	0	31	10	2018	Fungi	Ascomycetes
Tetrapisispora_namnaoensis	GCA_003705985.1	Scaffold	12.6361	32.6	835	0	31	10	2018	Fungi	Ascomycetes
Ogataea_trehaloabstinens	GCA_003706095.1	Scaffold	11.2937	41.4	168	0	31	10	2018	Fungi	Ascomycetes
Ogataea_kodamae	GCA_003706165.2	Scaffold	8.67277	44.6	96	0	31	10	2018	Fungi	Ascomycetes
Ogataea_ramenticola	GCA_003706105.2	Scaffold	12.9858	32.3	479	0	31	10	2018	Fungi	Ascomycetes
Ogataea_minuta	GCA_003706195.1	Contig	9.13008	45.8	166	0	31	10	2018	Fungi	Ascomycetes
Ogataea_glucozyma	GCA_003706155.1	Scaffold	13.8664	48	533	0	31	10	2018	Fungi	Ascomycetes
Ogataea_methylivora	GCA_003706205.1	Scaffold	12.847	33.7	181	0	31	10	2018	Fungi	Ascomycetes
Ogataea_nonfermentans	GCA_003706255.1	Scaffold	10.8229	44	57	0	31	10	2018	Fungi	Ascomycetes
Ogataea_naganishii	GCA_003706235.1	Scaffold	12.0011	44.9	121	0	31	10	2018	Fungi	Ascomycetes
Kuraishia_ogatae	GCA_003706285.2	Scaffold	14.7333	45.2	94	0	31	10	2018	Fungi	Ascomycetes
Kuraishia_molischiana	GCA_003706305.2	Scaffold	10.3558	50.7	109	0	31	10	2018	Fungi	Ascomycetes
Nakazawaea_holstii	GCA_003706265.1	Scaffold	13.5382	35.3	699	0	31	10	2018	Fungi	Ascomycetes
Danielozyma_ontarioensis	GCA_003706395.1	Contig	10.7017	46.6	78	0	31	10	2018	Fungi	Ascomycetes
Deakozyma_indianensis	GCA_003706415.2	Scaffold	11.7529	47.8	168	0	31	10	2018	Fungi	Ascomycetes
Ambrosiozyma_oregonensis	GCA_003706315.2	Scaffold	15.3324	31	819	0	31	10	2018	Fungi	Ascomycetes
Hanseniaspora_clermontiae	GCA_003706385.1	Scaffold	9.00338	36.7	794	0	31	10	2018	Fungi	Ascomycetes
Cyberlindnera_mrakii	GCA_003706445.2	Scaffold	12.7701	42.4	481	0	31	10	2018	Fungi	Ascomycetes
Suhomyces_pyralidae	GCA_003706505.2	Scaffold	12.4617	42.7	320	0	31	10	2018	Fungi	Ascomycetes
Suhomyces_canberraensis	GCA_003706525.1	Scaffold	14.8104	40	223	0	31	10	2018	Fungi	Ascomycetes
Teunomyces_kruisii	GCA_003706535.1	Scaffold	12.7794	46.1	232	0	31	10	2018	Fungi	Ascomycetes
Teunomyces_cretensis	GCA_003706575.1	Scaffold	11.2277	46.1	120	0	31	10	2018	Fungi	Ascomycetes
Teunomyces_gatunensis	GCA_003706565.2	Contig	10.8934	41.9	440	0	31	10	2018	Fungi	Ascomycetes
[Candida]_montana	GCA_003706615.2	Scaffold	12.5355	36.1	97	0	31	10	2018	Fungi	Ascomycetes
Ambrosiozyma_maleeae	GCA_003706635.1	Contig	12.7418	43.7	108	0	31	10	2018	Fungi	Ascomycetes
Citeromyces_hawaiiensis	GCA_003706345.1	Scaffold	19.6393	43.7	3163	0	31	10	2018	Fungi	Ascomycetes
Barnettozyma_hawaiiensis	GCA_003706665.1	Scaffold	10.6174	43.3	194	0	31	10	2018	Fungi	Ascomycetes
Barnettozyma_populi	GCA_003706705.2	Scaffold	11.4759	43.2	192	0	31	10	2018	Fungi	Ascomycetes
[Candida]_incommunis	GCA_003706695.2	Scaffold	12.1213	46.7	490	0	31	10	2018	Fungi	Ascomycetes
Yamadazyma_nakazawae	GCA_003706715.1	Contig	11.0922	37.6	306	0	31	10	2018	Fungi	Ascomycetes
Cephaloascus_albidus	GCA_003706495.1	Scaffold	16.5909	34.6	2177	0	31	10	2018	Fungi	Ascomycetes
Tortispora_starmeri	GCA_003706775.2	Scaffold	9.49611	42.7	506	0	31	10	2018	Fungi	Ascomycetes
Wickerhamomyces_hampshirensis	GCA_003706765.2	Scaffold	12.0062	36.8	812	0	31	10	2018	Fungi	Ascomycetes
Trigonopsis_vinaria	GCA_003706805.2	Scaffold	11.3464	44.5	413	0	31	10	2018	Fungi	Ascomycetes
Priceomyces_castillae	GCA_003706855.2	Scaffold	10.8146	36.8	138	0	31	10	2018	Fungi	Ascomycetes
Pichia_terricola	GCA_003706875.2	Scaffold	12.2624	36.3	277	0	31	10	2018	Fungi	Ascomycetes
[Candida]_fragi	GCA_003706895.1	Scaffold	12.1049	35.7	451	0	31	10	2018	Fungi	Ascomycetes
Cyberlindnera_petersonii	GCA_003706915.2	Scaffold	11.6428	43.4	339	0	31	10	2018	Fungi	Ascomycetes
Hyphopichia_heimii	GCA_003706925.2	Scaffold	12.9608	40.4	560	0	31	10	2018	Fungi	Ascomycetes
[Candida]_ponderosae	GCA_003706755.2	Scaffold	14.7843	35.7	2381	0	31	10	2018	Fungi	Ascomycetes
Yamadazyma_philogaea	GCA_003706995.2	Contig	11.1097	42.8	158	0	31	10	2018	Fungi	Ascomycetes
[Candida]_blattae	GCA_003706955.2	Scaffold	12.2306	49.6	702	0	31	10	2018	Fungi	Ascomycetes
