map_id,ott_id,species_name,ref_id,map_length_cM,map_sex,map_length_female_cM,map_length_male_cM,n_markers,n_linkage_groups,haploid_chromosome_number,mapping_population_n,genome_size_mb,genome_size_id,genome_size_method,map_length_extrapolated_cM,rate_as_published_cM_per_Mb,qc_few_markers,qc_lg_hcn_mismatch,qc_duplicate_of_other_record,passes_2017_criteria,in_published_353,from_corbett_detig_2015,needs_reference,source_row,source_first_author,source_year
RM0278,ott504496,Mimulus guttatus,holeski2014,1750.0,sex_averaged,,,3073.0,14.0,14.0,100.0,450.0,GS0361,estimate_unspecified,,3.9,False,False,False,True,True,False,False,278,Holeski,2014
RM0279,ott764796,Miscanthus sinensis,liu2015b,1605.5,sex_averaged,1599.0,1612.0,1821.0,19.0,19.0,261.0,2591.7,GS0362,estimate_unspecified,,,False,False,False,True,True,False,False,279,Liu,2016
RM0280,ott312382,Misgurnus anguillicaudatus,morishima2007,723.35,sex_averaged,784.5,662.2,159.0,27.0,25.0,,1594.14,GS0363,c_value,,,False,False,False,True,True,False,False,280,Morishima,2008
RM0281,ott122362,Monodelphis domestica,samollow2007,715.0,sex_averaged,443.1,884.6,150.0,8.0,9.0,,3598.44,GS0365,estimate_unspecified,,,False,False,False,True,True,False,False,281,Samollow,2007
RM0282,ott542509,Mus musculus,cox2009,1288.0,sex_averaged,,,,20.0,20.0,237.0,3182.52705882353,GS0367,c_value,,,False,False,False,,False,False,False,282,Liu,2014
RM0283,ott542509,Mus musculus,cox2009,1436.348,sex_averaged,1330.0,1279.0,9872.0,,20.0,,3182.52705882353,GS0367,c_value,,0.606862614719967,False,False,False,,False,True,False,283,Corbet-Detig,2015
RM0284,ott207474,Musa acuminata,hippolyte2010,1197.0,sex_averaged,,,489.0,11.0,11.0,180.0,472.231,GS0369,estimate_unspecified,,,False,False,False,True,True,False,False,284,Hipplyte,2010
RM0285,ott1011010,Musca domestica,feldmeyer2010,229.3,sex_averaged,,,35.0,5.0,5.0,236.0,929.1,GS0371,c_value,230.9,,True,False,False,False,False,False,False,285,Feldmeyer,2010
RM0286,ott310482,Mustela vison,anistoroaei2007,690.0,sex_averaged,,,85.0,17.0,14.0,92.0,,,,,,False,False,False,True,False,False,False,286,Anistoroaei,2007
RM0287,ott857565,Mycosphaerella fijiensis,manzosanchez2008,1879.0,sex_averaged,,,314.0,23.0,,,,,,4298.2,,False,False,False,,False,False,False,287,Manzo-Sanchez,2008
RM0288,ott5319573,Mycosphaerella graminicola,kema2002,1216.0,sex_averaged,,,223.0,23.0,21.0,68.0,39.7,GS0373,assembly_or_direct,,,False,False,False,True,True,False,False,288,Kema,2002
RM0289,ott729592,Nasonia giraulti,diao2016,620.0,sex_averaged,,,92.0,5.0,5.0,475.0,283.607,GS0375,estimate_unspecified,,,False,False,False,True,True,False,False,289,Diao,2016
RM0290,ott729593,Nasonia vitripennis,beukeboom2010,515.0,sex_averaged,,,36.0,5.0,5.0,,332.52,GS0377,c_value,,,True,False,False,False,False,False,False,290,Beukeboom,2010
RM0291,ott532278,Nelumbo lutea,zhang2014,494.3,sex_averaged,,,4098.0,9.0,8.0,,948.66,GS0378,estimate_unspecified,,,False,False,False,True,True,False,False,291,Zhang,2014
RM0292,ott532288,Nelumbo nucifera,liu2016b,581.3,sex_averaged,,,8971.0,8.0,8.0,96.0,234.72,GS0380,estimate_unspecified,,,False,False,False,True,True,False,False,292,Liu,2016
RM0293,ott733968,Nicotiana langsdorffii,zhang2012,1062.0,sex_averaged,,,266.0,12.0,9.0,90.0,4254.3,GS0381,estimate_unspecified,,,False,False,False,True,True,False,False,293,Zhang,2012
RM0294,ott222787,Nicotiana tabacum,gong2016,2662.43,sex_averaged,,,4409.0,24.0,24.0,,5066.04,GS0383,estimate_unspecified,,,False,False,False,True,True,False,False,294,Gong,2016
RM0295,ott876508,Nilaparvata lugens,jairin2012,1093.3,sex_averaged,,,518.0,17.0,15.0,,1140.79,GS0385,estimate_unspecified,,,False,False,False,True,True,False,False,295,Jairin,2013
RM0296,ott547026,Nodipecten subnodosus,petersen2012,1124.1,sex_averaged,919.7,963.7,320.0,22.0,19.0,,,,,,,False,False,False,True,False,False,False,296,Petersen,2012
RM0297,ott513643,Nothobranchius furzeri,kirschner2012,1965.0,sex_averaged,,,355.0,22.0,19.0,402.0,1242.52,GS0387,estimate_unspecified,,,False,False,False,True,True,False,False,297,Kirschner,2012
RM0298,ott23729,Olea europaea,ipek2016,3049.0,sex_averaged,,,5634.0,25.0,23.0,121.0,1907.1,GS0388,estimate_unspecified,,,False,False,False,True,True,False,False,298,Ipek,2016
RM0299,ott739917,Oncorhynchus kisutch,mcclelland2008,358.55,sex_averaged,429.7,287.4,281.0,33.0,30.0,,2767.74,GS0389,c_value,,,False,False,False,True,True,False,False,299,McClelland,2008
RM0300,ott165368,Oncorhynchus mykiss,guyomard2012,3600.0,sex_averaged,,,2226.0,29.0,29.0,,2592.678,GS0390,c_value,,,False,False,False,True,True,False,False,300,Guyomard,2012
RM0301,ott165375,Oncorhynchus nerka,larson2015,3186.5,sex_averaged,4082.0,2291.0,6322.0,29.0,29.0,,2858.694,GS0391,c_value,,,False,False,False,True,True,False,False,301,Larson,2016
RM0302,ott730762,Oncorhynchus tshawytscha,mckinney2015,3119.7,female,3119.7,870.11,14620.0,34.0,34.0,,2709.06,GS0392,c_value,,,False,False,False,True,True,False,False,302,McKinney,2016
RM0303,ott288069,Oreochromis mossambicus,liu2013a,1067.6,sex_averaged,,,401.0,22.0,22.0,95.0,978.0,GS0393,c_value,,,False,False,False,True,True,False,False,303,Liu,2013
RM0304,ott288063,Oreochromis niloticus,kocher1998,704.0,sex_averaged,,,174.0,30.0,22.0,40.0,1058.196,GS0395,c_value,,,False,False,False,True,True,False,False,304,Kocher,1998
RM0305,ott864596,Oryctolagus cuniculus,sternstein2015,1419.0,sex_averaged,,,184.0,34.0,22.0,363.0,3107.24571428572,GS0397,c_value,,,False,False,False,True,True,False,False,305,Sternstein,2015
RM0306,ott135756,Oryza rufipogon,luo2016b,1596.8,sex_averaged,,,153.0,12.0,12.0,,449.88,GS0399,estimate_unspecified,,,False,False,False,True,True,False,False,306,Luo,2016
RM0307,ott709894,Oryza sativa,deleon2016,1650.0,sex_averaged,,,9303.0,12.0,12.0,187.0,489.0,GS0401,c_value,,3.221,False,False,False,True,True,False,False,307,DeLeon,2016
RM0308,ott709894,Oryza sativa,deleon2016,1863.5528,sex_averaged,,,30971.0,,12.0,,489.0,GS0401,c_value,,5.02947588797233,False,False,False,,False,True,False,308,Corbet-Detig,2015
RM0309,ott942673,Oryzias latipes,kimura2005,1426.93,sex_averaged,,,2142.0,,24.0,,1009.296,GS0403,c_value,,1.99525742496878,False,False,False,,False,True,False,309,Corbet-Detig,2015
RM0310,ott1033104,Ostrea edulis,harrang2015,536.4,sex_averaged,,,293.0,10.0,10.0,92.0,1144.26,GS0404,c_value,,,False,False,False,True,True,False,False,310,Harrang,2015
RM0311,ott1058331,Ostrinia nubilalis,streiff2013,997.0,male,,,323.0,31.0,31.0,71.0,,,,,,False,False,False,True,False,False,False,311,Streiff,2014
RM0312,ott70819,Ovis aries,johnston2016,3304.0,sex_averaged,2860.0,3748.0,39104.0,26.0,27.0,5805.0,2941.824,GS0406,c_value,,,False,False,False,True,True,False,False,312,Johnston,2017
RM0313,ott70819,Ovis aries,johnston2016,3468.8,sex_averaged,,,554.0,,27.0,,2941.824,GS0406,c_value,,1.59008242269799,False,False,False,,False,True,False,313,Corbet-Detig,2015
RM0314,ott123206,Ovis canadensis,poissant2010,3051.0,sex_averaged,3166.0,2831.0,247.0,27.0,27.0,0.0,2590.55,GS0409,estimate_unspecified,,,False,False,False,True,True,False,False,314,Poissant,2010
RM0315,ott271163,Pagellus erythrinus,manousaki2016,2201.78,sex_averaged,,,917.0,24.0,,99.0,,,,,,False,False,False,,False,False,False,315,Manousaki,2016
RM0316,ott205619,Panicum virgatum,liu2012a,2085.2,sex_averaged,,,499.0,18.0,18.0,139.0,1792.674,GS0411,estimate_unspecified,,,False,False,False,True,True,False,False,316,Liu,2012
RM0317,ott947948,Papilio glaucus,winter2009,1167.0,sex_averaged,86.5,1038.5,253.0,28.0,28.0,58.0,430.32,GS0412,c_value,,,False,False,False,True,True,False,False,317,Winter,2010
RM0318,ott115449,Papio anubis,rogers2000,2422.1,sex_averaged,,,242.0,,21.0,,3452.34,GS0413,assembly_or_direct,,1.09724002836305,False,False,False,,False,True,False,318,Corbet-Detig,2015
RM0319,ott115463,Papio hamadryas,cox2006,2354.0,sex_averaged,,,284.0,20.0,20.0,984.0,3457.23,GS0414,c_value,,,False,False,False,True,True,False,False,319,Rogers,2006
RM0320,ott883392,Paralichthys olivaceus,liu2013b,1695.15,sex_averaged,1663.8,1726.5,1487.0,24.0,24.0,,694.38,GS0416,c_value,,,False,False,False,True,True,False,False,320,Song,2012
RM0321,ott515143,Parus major,vanoers2013,1916.82,sex_averaged,,,4878.0,32.0,32.0,1656.0,1476.78,GS0418,c_value,,,False,False,False,True,True,False,False,321,vanOers,2014
RM0322,ott449027,Patinopecten yessoensis,wang2017b,1918.65,sex_averaged,,,7489.0,19.0,19.0,117.0,1437.66,GS0419,c_value,,,False,False,False,True,True,False,False,322,Wang,2017
RM0323,ott475468,Penaeus chinensis,liu2010,580.2,sex_averaged,,,354.0,7.0,44.0,100.0,,,,,,False,True,False,False,False,False,False,323,Liu,2010
RM0324,ott212713,Penaeus monodon,baranski2014,3488.5,sex_averaged,4060.0,2917.0,3959.0,44.0,44.0,1024.0,2170.0,GS0630,other_literature,3584.3,,False,False,False,True,True,False,False,324,Baranski,2014
RM0325,ott1079449,Pennisetum glaucum,punnuri2016,716.7,sex_averaged,,,16650.0,7.0,7.0,150.0,2621.04,GS0421,estimate_unspecified,,,False,False,False,True,True,False,False,325,Punnuri,2016
RM0326,ott140438,Perisoreus infaustus,jaari2009,862.8,sex_averaged,988.4,774.0,117.0,10.0,40.0,349.0,,,,,,False,True,False,False,False,False,False,326,Jaari,2009
RM0327,ott377525,Peromyscus maniculatus,kenneyhunt2014,1499.0,sex_averaged,,,340.0,24.0,24.0,145.0,4264.08,GS0422,c_value,,,False,False,False,True,True,False,False,327,Kenney-Hunt,2014
RM0328,ott913249,Persea americana,borrone2009,1087.4,sex_averaged,,,152.0,12.0,12.0,715.0,909.54,GS0423,estimate_unspecified,,,False,False,False,True,True,False,False,328,Borrone,2009
RM0329,ott232467,Petunia axillaris,bossolini2011,970.0,sex_averaged,,,125.0,7.0,7.0,176.0,1369.2,GS0424,estimate_unspecified,,,False,False,False,True,True,False,False,329,Bossolini,2011
RM0330,ott5346507,Phaeosphaeria nodorum,malkus2009,1932.1,sex_averaged,,,276.0,21.0,17.0,152.0,37.1,GS0631,other_literature,,,False,False,False,True,True,False,False,330,Malkus,2009
RM0331,ott808637,Phalloceros caudimaculatus,gutierrez2011,1477.0,sex_averaged,,,189.0,22.0,24.0,46.0,700.0,GS0426,estimate_unspecified,,,False,False,False,True,True,False,False,331,Gutierrez,2011
RM0332,ott825707,Phaseolus vulgaris,song2015,1042.2,sex_averaged,,,7040.0,11.0,11.0,267.0,586.8,GS0428,estimate_unspecified,,,False,False,False,True,True,False,False,332,Song,2015
RM0333,ott1090732,Philomachus pugnax,farrell2013,641.6,sex_averaged,,,58.0,7.0,40.0,381.0,,,,,,False,True,False,False,False,False,False,333,Farrell,2013
RM0334,ott789008,Phoenix dactylifera,mathew2014,1293.0,sex_averaged,,,1200.0,18.0,18.0,,929.1,GS0430,estimate_unspecified,,,False,False,False,True,True,False,False,334,Mathew,2014
RM0335,ott735973,Phycomyces blakesleeanus,chaudhary2013,1583.4,sex_averaged,,,134.0,12.0,,121.0,53.9392,GS0432,c_value,,,False,False,False,,False,False,False,335,Chaudhary,2013
RM0336,ott821359,Physcomitrella patens,kamisugi2008,4410.0,sex_averaged,,,1420.0,31.0,27.0,188.0,477.948,GS0434,estimate_unspecified,,,False,False,False,True,True,False,False,336,Kamisugi,2008
RM0337,ott775738,Phytophthora capsici,lamour2012,1654.0,sex_averaged,,,1136.0,18.0,9.0,65.0,64.0,GS0436,estimate_unspecified,,,False,True,False,False,False,False,False,337,Lamour,2012
RM0338,ott775725,Phytophthora infestans,vanderlee2004,1091.0,sex_averaged,,,629.0,13.0,9.0,,240.0,GS0438,estimate_unspecified,,,False,False,False,True,True,False,False,338,vanderLee,2004
RM0339,ott517943,Picea abies,lind2014,1889.2,sex_averaged,,,686.0,12.0,12.0,247.0,18190.8,GS0439,c_value,,0.065,False,False,False,True,True,False,False,339,Lind,2014
RM0340,ott771681,Picea glauca,gosselin2002,2059.4,sex_averaged,,,165.0,23.0,12.0,,19755.6,GS0441,c_value,,0.091,False,True,False,False,False,False,False,340,Gosselin,2002
RM0341,ott363879,Picea mariana,kang2011,1865.0,sex_averaged,1670.0,1563.0,1216.0,12.0,12.0,,,,,,,False,False,False,True,False,False,False,341,Kang,2011
RM0342,ott763333,Pinctada martensii,shi2009,990.74,sex_averaged,,,3117.0,,28.0,,1154.04,GS0443,c_value,,,False,False,False,,False,False,False,342,Shi,2009
RM0343,ott855589,Pinctada maxima,jones2013,813.7,sex_averaged,,,887.0,14.0,14.0,,,,,,,False,False,False,True,False,False,False,343,Jones,2013
RM0344,ott1044480,Pinus balfouriana,friedline2015,1572.8,sex_averaged,,,507.0,12.0,12.0,,29281.32,GS0444,c_value,,,False,False,False,True,True,False,False,344,Friesline,2015
RM0345,ott245809,Pinus elliottii,yang2013,1036.3,sex_averaged,1006.7,1065.9,108.0,16.0,12.0,122.0,22787.4,GS0445,c_value,,,False,False,False,True,True,False,False,345,Yang,2013
RM0346,ott830806,Pinus koraiensis,chen2010b,857.46,sex_averaged,,,122.0,11.0,12.0,94.0,27579.6,GS0446,c_value,,,False,False,False,True,True,False,False,346,Chen,2010
RM0347,ott568626,Pinus lambertiana,jermstad2010,1231.0,sex_averaged,,,399.0,19.0,12.0,,27602.7,GS0448,estimate_unspecified,,,False,False,False,True,True,False,False,347,Jermstad,2011
RM0348,ott714296,Pinus massoniana,chen2014a,1956.0,sex_averaged,,,251.0,17.0,12.0,,25134.6,GS0449,c_value,,,False,False,False,True,True,False,False,348,Chen,2014
RM0349,ott837883,Pinus pinaster,chancerel2013,1708.0,sex_averaged,,,1131.0,12.0,12.0,,23814.3,GS0450,c_value,,0.323,False,False,False,True,True,False,False,349,Chancerel,2013
RM0350,ott568644,Pinus radiata,moragasuazo2014,1060.0,sex_averaged,,,458.0,12.0,12.0,86.0,21936.54,GS0451,c_value,,,False,False,False,True,True,False,False,350,Moraga-Suazo,2014
RM0351,ott568619,Pinus sylvestris,,1468.0,sex_averaged,,,358.0,39.0,12.0,102.0,41574.78,GS0453,c_value,,,False,True,False,False,False,False,True,351,Lind,2007
RM0352,ott1075736,Pinus taeda,westbrook2015,2305.0,sex_averaged,,,3856.0,12.0,12.0,1251.0,21516.0,GS0455,c_value,,1.357,False,False,False,True,True,False,False,352,Westbrook,2015
RM0353,ott200787,Pistacia vera,turkeli2013,1237.3,sex_averaged,,,144.0,17.0,15.0,,,,,,,False,False,False,True,False,False,False,353,Turkeli,2013
RM0354,ott359905,Pisum sativum,boutet2016,1255.0,sex_averaged,,,2071.0,7.0,7.0,,4772.64,GS0456,estimate_unspecified,,,False,False,False,True,True,False,False,354,Boutet,2016
RM0355,ott724404,Plasmodium chabaudi,martinello2005,1676.0,sex_averaged,,,614.0,22.0,14.0,,18.8678,GS0458,estimate_unspecified,,,False,False,False,True,True,False,False,355,Martinello,2005
RM0356,ott201128,Plasmodium falciparum,jiang2011,2514.0,sex_averaged,,,3438.0,14.0,14.0,32.0,23.2703,GS0460,estimate_unspecified,,96.0,False,False,False,True,True,False,False,356,Jiang,2011
RM0357,ott826551,Plasmodium yoelii,li2011,579.2,sex_averaged,,,,14.0,14.0,75.0,23.1254,GS0462,estimate_unspecified,,,False,False,False,,False,False,False,357,Li,2011
RM0358,ott216726,Pleurotus eryngii,im2016,1047.8,sex_averaged,,,256.0,12.0,,,43.7797,GS0464,c_value,,,False,False,False,,False,False,False,358,Im,2016
RM0359,ott17230,Pleurotus pulmonarius,okuda2009,971.0,sex_averaged,,,303.0,12.0,,150.0,,,,,,False,False,False,,False,False,False,359,Okuda,2009
RM0360,ott312452,Poecilia reticulata,tripathi2009,899.0,sex_averaged,,,790.0,23.0,23.0,,865.53,GS0466,c_value,,,False,False,False,True,True,False,False,360,Tripathi,2009
RM0361,ott1042743,Pogonomyrmex rugosus,sirvio2010,2823.0,male,,,215.0,14.0,16.0,92.0,255.0,GS0467,estimate_unspecified,3558.0,14.0,False,False,False,True,True,False,False,361,Sirvio,2011
RM0362,ott5763644,Populus adenopoda,wang2009c,2178.5,sex_averaged,,,212.0,26.0,19.0,189.0,508.56,GS0468,c_value,,,False,False,False,True,True,False,False,362,Wang,2010
RM0363,ott1030862,Populus alba,paolucci2010,3027.1,sex_averaged,,,322.0,19.0,19.0,141.0,508.56,GS0469,estimate_unspecified,,,False,False,False,True,True,False,False,363,Paolucci,2010
RM0364,ott8867,Populus deltoides,mousavi2016,4067.16,sex_averaged,,,2012.0,19.0,19.0,150.0,500.0,GS0470,c_value,,4.579,False,False,False,True,True,False,False,364,Mousavi,2016
RM0365,ott980995,Populus fremontii,woolbright2007,2030.6,sex_averaged,,,652.0,19.0,19.0,246.0,,,,,,False,False,False,True,False,False,False,365,Woolbright,2008
RM0366,ott8848,Populus nigra,gaudet2008,2278.5,sex_averaged,2104.0,2453.0,368.0,20.0,19.0,92.0,514.0368,GS0471,c_value,,3.761,False,False,False,True,True,False,False,366,Gaudet,2008
RM0367,ott980993,Populus simonii,,4356.04,sex_averaged,,,1430.0,19.0,19.0,150.0,,,,,,False,False,False,True,False,False,True,367,Mousavi,2016
RM0368,ott839584,Populus tremula,pakull2009,1542.35,sex_averaged,1681.5,1403.2,344.0,32.0,19.0,61.0,469.44,GS0472,c_value,,1.408,False,False,False,True,True,False,False,368,Pakull,2009
RM0369,ott8861,Populus trichocarpa,drost2009,2801.5,sex_averaged,,,411.0,,19.0,,489.0,GS0474,c_value,,7.83638001056187,False,False,False,,False,True,False,369,Corbet-Detig,2015
RM0370,ott718120,Portunus trituberculatus,liu2012b,3519.45,sex_averaged,3521.3,3517.6,919.0,51.0,53.0,110.0,2259.18,GS0475,c_value,,,False,False,False,True,True,False,False,370,Liu,2012
RM0371,ott3885394,Primulina eburnea,feng2016,3774.7,sex_averaged,,,216.0,18.0,18.0,189.0,1985.34,GS0476,c_value,,,False,False,False,True,True,False,False,371,Feng,2016
RM0372,ott197875,Pristionchus pacificus,srinivasan2002,338.6,sex_averaged,,,122.0,6.0,6.0,46.0,133.114,GS0478,estimate_unspecified,,,False,False,False,True,True,False,False,372,Srinivasan,2002
RM0373,ott217632,Prunus armeniaca,lalli2008,522.69,sex_averaged,,,450.0,8.0,8.0,67.0,293.4,GS0479,c_value,,1.123,False,False,False,True,True,False,False,373,Lalli,2008
RM0374,ott162547,Prunus avium,wang2015a,849.0,sex_averaged,,,718.0,8.0,8.0,,342.3,GS0480,estimate_unspecified,,8.0,False,False,False,True,True,False,False,374,Wang,2015
RM0375,ott731568,Prunus dulcis,tavassolian2010,591.4,sex_averaged,,,157.0,8.0,8.0,,240.0,GS0481,estimate_unspecified,,,False,False,False,True,True,False,False,375,Tavassolian,2010
RM0376,ott1020749,Prunus kansuensis,cao2011,616.0,sex_averaged,,,138.0,8.0,8.0,190.0,293.4,GS0482,estimate_unspecified,,,False,False,False,True,True,False,False,376,Cao,2011
RM0377,ott426562,Prunus mume,zhang2015b,1550.62,sex_averaged,,,8007.0,8.0,8.0,387.0,234.03,GS0484,estimate_unspecified,,,False,False,False,True,True,False,False,377,Zhang,2015
RM0378,ott259054,Prunus persica,nunezlillo2015,484.3,sex_averaged,,,195.0,,8.0,,273.84,GS0486,estimate_unspecified,,2.38609031239007,False,False,False,,False,True,False,378,Corbet-Detig,2015
RM0379,ott259054,Prunus persica,nunezlillo2015,389.2,sex_averaged,,,1837.0,8.0,8.0,,273.84,GS0486,estimate_unspecified,,,False,False,False,True,True,False,False,379,Nunez-Lillo,2015
RM0380,ott769156,Prunus virginiana,wang2014,2089.0,sex_averaged,,,302.0,14.0,16.0,101.0,,,,,,False,False,False,True,False,False,False,380,Wang,2014
RM0381,ott857565,Pseudocercospora fijiensis,arangoisaza2016,1416.0,sex_averaged,,,376.0,17.0,12.0,,74.1412,GS0488,estimate_unspecified,,,False,False,False,True,True,False,False,381,Arango_Isaza,2016
RM0382,ott1075713,Pseudotsuga menziesii,,938.6,sex_averaged,,,,19.0,13.0,40.0,18630.9,GS0490,c_value,,1.961,False,False,False,,False,False,True,382,Ukrainetz,2008
RM0383,ott561269,Pungitius pungitius,rastas2015,1980.74,sex_averaged,2335.72,1584.26,20054.0,21.0,21.0,284.0,,,,,,False,False,False,True,False,False,False,383,Rastas,2016
RM0384,ott646814,Punica granatum,sarkhosh2012,1141.0,sex_averaged,,,1092.0,11.0,8.0,76.0,704.16,GS0491,estimate_unspecified,,,False,False,False,True,True,False,False,384,Harel-Beja,2015
RM0385,ott411919,Pyrenophora teres,ellwood2010,2477.7,sex_averaged,,,243.0,25.0,9.0,,33.5833,GS0493,c_value,,,False,True,False,False,False,False,False,385,Ellwood,2010
RM0386,ott314016,Pyropia haitanensis,xu2015,874.33,sex_averaged,,,740.0,5.0,5.0,,,,,,,False,False,False,True,False,False,False,386,Xu,2015
RM0387,ott972654,Pyrus communis,wu2014,2243.4,sex_averaged,,,3241.0,17.0,17.0,,537.9,GS0494,estimate_unspecified,,,False,False,False,True,True,False,False,387,Wu,2014
RM0388,ott443418,Pyrus pyrifolia,yamamoto2014,1039.0,sex_averaged,,,275.0,17.0,17.0,,,,,,,False,False,False,True,False,False,False,388,Yamamoto,2014
RM0389,ott259068,Pyrus x,,1661.4,sex_averaged,,,743.0,17.0,,56.0,,,,,,False,False,False,,False,False,True,389,Chen,2015
RM0390,ott791121,Quercus,bodenes2016,742.0,sex_averaged,,,4216.0,12.0,12.0,,909.5,GS0495,estimate_unspecified,,,False,False,False,True,True,False,False,390,Bodenes,2016
RM0391,ott14718,Rana temporaria,cano2011,1698.8,sex_averaged,2089.8,1371.5,107.0,15.0,13.0,800.0,4169.21,GS0632,c_value,,,False,False,False,True,True,False,False,391,Cano,2011
RM0392,ott359073,Raphanus sativus,mun2014,1538.0,sex_averaged,,,2637.0,9.0,9.0,93.0,978.0,GS0498,estimate_unspecified,,,False,False,False,True,True,False,False,392,Mun,2015
RM0393,ott271555,Rattus norvegicus,steen1999,1503.0,sex_averaged,,,4736.0,21.0,22.0,91.0,3286.08,GS0500,c_value,,,False,False,False,True,True,False,False,393,Steen,1999
RM0394,ott633644,Rhyzopertha dominica,schlipalius2002,390.1,sex_averaged,,,94.0,9.0,9.0,92.0,476.0,GS0633,other_literature,,1.22,False,False,False,True,True,False,False,394,Schlipallus,2002
RM0395,ott248647,Ribes nigrum,russell2013,583.2,sex_averaged,,,1578.0,,8.0,,,,,,,False,False,False,,False,False,False,395,Russell,2014
RM0396,ott339346,Ricinus communis,rukam2016,1551.0,sex_averaged,,,141.0,10.0,10.0,190.0,508.56,GS0503,estimate_unspecified,,,False,False,False,True,True,False,False,396,Rukam,2016
RM0397,ott3905012,Rosa hybrida,bourke2017,573.66,sex_averaged,,,25695.0,7.0,7.0,,,,,,,False,False,False,True,False,False,False,397,Bourke,2017
RM0398,ott156929,Rubus idaeus,ward2013,462.7,sex_averaged,,,4521.0,7.0,7.0,,311.982,GS0504,c_value,,,False,False,False,True,True,False,False,398,Ward,2013
RM0399,ott670811,Rubus occidentalis,bushakra2012,309.0,sex_averaged,,,131.0,6.0,7.0,,293.4,GS0505,estimate_unspecified,,,False,False,False,True,True,False,False,399,Bushakra,2012
RM0400,ott913666,Ruditapes philippinarum,nie2017,1926.98,sex_averaged,,,9658.0,18.0,19.0,119.0,1967.0,GS0506,assembly_or_direct,,,False,False,False,True,True,False,False,400,Nie,2017
RM0401,ott246789,Saccharina japonica,zhang2015c,1782.75,sex_averaged,,,4994.0,31.0,31.0,,543.426,GS0508,estimate_unspecified,,,False,False,False,True,True,False,False,401,Zhang,2015
RM0402,ott895796,Saccharum spp,liu2015,7406.3,sex_averaged,,,967.0,,50.0,,4394.48,GS0509,c_value,,,False,False,False,,False,False,False,402,Liu,2016
RM0403,ott688328,Salmo salar,tsai2016,5961.0,sex_averaged,7153.0,4769.0,96000.0,29.0,29.0,622.0,3048.426,GS0511,c_value,,,False,False,False,True,True,False,False,403,Tsai,2016
RM0404,ott688332,Salmo trutta,leitwein2017,1403.0,sex_averaged,,,3977.0,40.0,40.0,300.0,2875.32,GS0512,c_value,,,False,False,False,True,True,False,False,404,Leitwein,2017
RM0405,ott847543,Salvia miltiorrhiza,liu2016c,1516.0,sex_averaged,,,5164.0,8.0,8.0,96.0,615.0,GS0513,estimate_unspecified,,,False,False,False,True,True,False,False,405,Liu,2016
RM0406,ott191483,Schistosoma mansoni,criscione2009,1134.84,sex_averaged,,,210.0,8.0,8.0,88.0,364.538,GS0515,estimate_unspecified,1228.6,,False,False,False,True,True,False,False,406,Criscione,2009
RM0407,ott433079,Sciaenops ocellatus,hollenbeck2015,1815.3,sex_averaged,,,486.0,24.0,24.0,207.0,381.42,GS0516,c_value,,,False,False,False,True,True,False,False,407,Hollenbeck,2015
RM0408,ott335717,Scleropages formosus,shen2014,2218.3,sex_averaged,2301.8,2097.4,308.0,28.0,22.0,,777.359,GS0518,estimate_unspecified,,,False,False,False,True,True,False,False,408,Shen,2014
RM0409,ott778695,Scophthalmus maximus,wang2015b,2622.09,sex_averaged,,,939.0,22.0,22.0,149.0,841.08,GS0519,c_value,,,False,False,False,True,True,False,False,409,Wang,2015
RM0410,ott807488,Scophthalmus rhombus,hermida2014,739.4,sex_averaged,,,70.0,24.0,22.0,142.0,,,,,,False,False,False,True,False,False,False,410,Hermida,2014
RM0411,ott1084541,Scylla paramamosain,ma2016,2746.4,sex_averaged,,,212.0,65.0,44.0,,1603.92,GS0520,c_value,5539.62,,False,False,False,True,True,False,False,411,Ma,2016
RM0412,ott206127,Sebastes schlegelii,chu2014,1346.85,sex_averaged,1334.1,1359.6,435.0,23.0,24.0,,,,,,,False,False,False,True,False,False,False,412,Chu,2014
RM0413,ott553015,Secale cereale,milczarski2016,1593.0,sex_averaged,,,3397.0,7.0,7.0,,8097.84,GS0521,estimate_unspecified,,,False,False,False,True,True,False,False,413,Milczarski,2015
RM0414,ott186469,Seriola quinqueradiata,aoki2015,1128.595,sex_averaged,1029.24,1227.95,1039.0,24.0,24.0,,811.74,GS0522,c_value,,,False,False,False,True,True,False,False,414,Aoki,2015
RM0415,ott504628,Sesamum indicum,zhang2016b,2981.28,sex_averaged,,,3041.0,13.0,16.0,120.0,948.66,GS0524,estimate_unspecified,,,False,False,False,True,True,False,False,415,Zhang,2016
RM0416,ott553005,Setaria italica,fang2016,1318.8,sex_averaged,,,1035.0,9.0,9.0,167.0,518.34,GS0526,estimate_unspecified,,,False,False,False,True,True,False,False,416,Fang,2016
RM0417,ott553005,Setaria italica,fang2016,1415.923,sex_averaged,,,983.0,,9.0,,518.34,GS0526,estimate_unspecified,,3.57138673723277,False,False,False,,False,True,False,417,Corbet-Detig,2015
RM0418,ott609504,Silene latifolia,bergero2013,671.1,sex_averaged,,,755.0,12.0,12.0,87.0,2640.6,GS0528,estimate_unspecified,,,False,False,False,True,True,False,False,418,Bergero,2013
RM0419,ott359058,Sinapis alba,javidfar2013,890.4,sex_averaged,,,264.0,12.0,12.0,,489.0,GS0529,estimate_unspecified,,,False,False,False,True,True,False,False,419,Javidfar,2013
