ref_id,doi,doi_url,authors,n_authors,year,title,journal,journal_normalized,journal_abbrev,volume,issue,pages,publisher,issn,publication_type,crossref_citation_count,si_ref_number,si_first_author,si_year,citation_verbatim,match_confidence,match_title_score,match_author_score,manual_review,review_note,flag_year_mismatch,flag_author_list_incomplete,flag_no_doi
foulongneoriol2010,10.1016/j.fgb.2009.12.003,https://doi.org/10.1016/j.fgb.2009.12.003,"Foulongne-Oriol, Marie; Spataro, Cathy; Cathalot, Vincent; Monllor, Sarah; Savoie, Jean-Michel",5.0,2010,"An expanded genetic linkage map of an intervarietal Agaricus bisporus var. bisporus×A. bisporus var. burnettii hybrid based on AFLP, SSR and CAPS markers sheds light on the recombination behaviour of the species",Fungal Genetics and Biology,Fungal Genetics and Biology,Fungal Genetics and Biology,47,3,226-236,Elsevier BV,1087-1845,journal-article,52.0,11.0,Foulogne-Oriol,2010.0,"Foulongne-Oriol, M., C. Spataro, V. Cathalot, S. Monllor, and J. M. Savoie. 2010. An expanded genetic linkage map of an intervarietal Agaricus bisporus var. bisporus x A. bisporus var. burnettii hybrid based on AFLP, SSR and CAPS markers sheds light on the recombination behaviour of the species.",high,98.63013698630137,96.55172413793105,,,False,False,False
rotter2009,10.2135/cropsci2008.12.0714,https://doi.org/10.2135/cropsci2008.12.0714,"Rotter, David; Amundsen, Keenan; Bonos, Stacy A.; Meyer, William A.; Warnke, Scott E.; Belanger, Faith C.",6.0,2009,Molecular Genetic Linkage Map for Allotetraploid Colonial Bentgrass,Crop Science,Crop Science,Crop Science,49,5,1609-1619,Wiley,0011-183X,journal-article,14.0,12.0,Rotter,2009.0,"Rotter, D., K. Amundsen, S. A. Bonos, W. A. Meyer, S. E. Warnke, and F. C. Belanger. 2009. Molecular Genetic Linkage Map for Allotetraploid Colonial Bentgrass. Crop Science 49:1609-1619.",high,100.0,100.0,,,False,False,False
honig2014,10.1007/s11032-014-0029-z,https://doi.org/10.1007/s11032-014-0029-z,"Honig, Josh A.; Kubik, Christine; Majewski, Martin; Poulsen, Christine; Weibel, Eric; Amundsen, Keenan; Warnke, Scott E.; Meyer, William A.; Bonos, Stacy A.",9.0,2014,A PCR-based linkage map of Agrostis stolonifera and identification of QTL markers for dollar spot resistance,Molecular Breeding,Molecular Breeding,Mol Breeding,34,1,185-203,Springer Science and Business Media LLC,1380-3743,journal-article,10.0,13.0,Honig,2014.0,"Honig, J. A., C. Kubik, M. Majewski, C. Poulsen, E. Weibel, K. Amundsen, S. E. Warnke, W. A. Meyer, and S. A. Bonos. 2014. A PCR-based linkage map of Agrostis stolonifera and identification of QTL markers for dollar spot",high,100.0,100.0,,,False,False,False
baldwin2012,10.1186/1471-2164-13-637,https://doi.org/10.1186/1471-2164-13-637,"Baldwin, Samantha; Revanna, Roopashree; Thomson, Susan; Pither-Joyce, Meeghan; Wright, Kathryn; Crowhurst, Ross; Fiers, Mark; Chen, Leshi; Macknight, Richard; McCallum, John A",10.0,2012,A Toolkit for bulk PCR-based marker design from next-generation sequence data: application for development of a framework linkage map in bulb onion (Allium cepa L.),BMC Genomics,BMC Genomics,BMC Genomics,13,1,,Springer Science and Business Media LLC,1471-2164,journal-article,44.0,14.0,Baldwin,2012.0,"Baldwin, S., R. Revanna, S. Thomson, M. Pither-Joyce, K. Wright, R. Crowhurst, M. Fiers, L. S. Chen, R. Macknight, and J. A. McCallum. 2012. A Toolkit for bulk PCR-based marker design from next-generation sequence data: application for development of a framework linkage map in bulb onion",high,100.0,100.0,,,False,False,False
maughan2011,10.3835/plantgenome2010.12.0027,https://doi.org/10.3835/plantgenome2010.12.0027,"Maughan, P.J.; Smith, S.M.; Fairbanks, D.J.; Jellen, E.N.",4.0,2011,"Development, Characterization, and Linkage Mapping of Single Nucleotide Polymorphisms in the Grain Amaranths ( Amaranthus sp.)",The Plant Genome,The Plant Genome,The Plant Genome,4,1,,Wiley,1940-3372,journal-article,83.0,15.0,Maughan,2011.0,"Maughan, P. J., S. M. Smith, D. J. Fairbanks, and E. N. Jellen. 2011. Development, Characterization, and Linkage Mapping of Single Nucleotide Polymorphisms in the Grain Amaranths (Amaranthus sp.). Plant Genome 4:92-",high,100.0,100.0,,,False,False,False
smith2005,10.1534/genetics.105.046433,https://doi.org/10.1534/genetics.105.046433,"Smith, J J; Kump, D K; Walker, J A; Parichy, D M; Voss, S R",5.0,2005,A Comprehensive Expressed Sequence Tag Linkage Map for Tiger Salamander and Mexican Axolotl: Enabling Gene Mapping and Comparative Genomics in Ambystoma,Genetics,Genetics,,171,3,1161-1171,Oxford University Press (OUP),1943-2631,journal-article,49.0,16.0,Smith,2005.0,"Smith, J. J., D. K. Kump, J. A. Walker, D. M. Parichy, and S. R. Voss. 2005. A comprehensive expressed sequence tag linkage map for tiger salamander and Mexican axolotl: enabling gene mapping and comparative genomics in",high,100.0,100.0,,,False,False,False
desousa2013,10.1016/j.scienta.2013.04.018,https://doi.org/10.1016/j.scienta.2013.04.018,"de Sousa, Nelson; Carlier, Jorge; Santo, Tatiana; Leitão, José",4.0,2013,An integrated genetic map of pineapple (Ananas comosus (L.) Merr.),Scientia Horticulturae,Scientia Horticulturae,Scientia Horticulturae,157,,113-118,Elsevier BV,0304-4238,journal-article,18.0,17.0,deSousa,2013.0,"de Sousa, N., J. Carlier, T. Santo, and J. Leitao. 2013. An integrated genetic map of pineapple (Ananas comosus (L.) Merr.). Scientia Horticulturae",high_manual,,,accept,Recovered on author+title query; title matched exactly.,False,False,False
huang2009,10.1186/1297-9686-41-28,https://doi.org/10.1186/1297-9686-41-28,"Huang, Chang-Wen; Cheng, Yu-Shin; Rouvier, Roger; Yang, Kuo-Tai; Wu, Chean-Ping; Huang, Hsiu-Lin; Huang, Mu-Chiou",7.0,2009,Duck (Anas platyrhynchos) linkage mapping by AFLP fingerprinting,Genetics Selection Evolution,Genetics Selection Evolution,Genet Sel Evol,41,1,,Springer Science and Business Media LLC,1297-9686,journal-article,11.0,18.0,Huang,2009.0,"Huang, C. W., Y. S. Cheng, R. Rouvier, K. T. Yang, C. P. Wu, H. L. Huang, and M. C. Huang. 2009. Duck (Anas platyrhynchos) linkage mapping by AFLP fingerprinting. Genetics Selection Evolution 41.",high,100.0,100.0,,,False,False,False
kai2014,10.1186/1471-2164-15-233,https://doi.org/10.1186/1471-2164-15-233,"Kai, Wataru; Nomura, Kazuharu; Fujiwara, Atushi; Nakamura, Yoji; Yasuike, Motoshige; Ojima, Nobuhiko; Masaoka, Tetsuji; Ozaki, Akiyuki; Kazeto, Yukinori; Gen, Koichiro; Nagao, Jiro; Tanaka, Hideki; Kobayashi, Takanori; Ototake, Mitsuru",14.0,2014,A ddRAD-based genetic map and its integration with the genome assembly of Japanese eel (Anguilla japonica) provides insights into genome evolution after the teleost-specific genome duplication,BMC Genomics,BMC Genomics,BMC Genomics,15,1,,Springer Science and Business Media LLC,1471-2164,journal-article,66.0,19.0,Kai,2014.0,"Kai, W., K. Nomura, A. Fujiwara, Y. Nakamura, M. Yasuike, N. Ojima, T. Masaoka, A. Ozaki, Y. Kazeto, K. Gen, J. Nagao, H. Tanaka, T. Kobayashi, and M. Ototake. 2014. A ddRAD-based genetic map and its integration with the genome assembly of Japanese eel (Anguilla japonica) provides insights into genome evolution after the teleost-specific genome duplication. Bmc",high,100.0,100.0,,,False,False,False
wondji2007,10.1186/1471-2164-8-34,https://doi.org/10.1186/1471-2164-8-34,"Wondji, Charles S; Morgan, John; Coetzee, Maureen; Hunt, Richard H; Steen, Keith; Black, William C; Hemingway, Janet; Ranson, Hilary",8.0,2007,Mapping a Quantitative Trait Locus (QTL) conferring pyrethroid resistance in the African malaria vector Anopheles funestus,BMC Genomics,BMC Genomics,BMC Genomics,8,1,,Springer Science and Business Media LLC,1471-2164,journal-article,46.0,20.0,Wondji,2007.0,"Wondji, C. S., J. Morgan, M. Coetzee, R. H. Hunt, K. Steen, W. C. Black, J. Hemingway, and H. Ranson. 2007. Mapping a quantitative trait locus (QTL) conferring pyrethroid resistance in the African malaria vector Anopheles",high,100.0,100.0,,,False,False,False
rondeau2013,10.1186/1471-2164-14-452,https://doi.org/10.1186/1471-2164-14-452,"Rondeau, Eric B; Messmer, Amber M; Sanderson, Dan S; Jantzen, Stuart G; von Schalburg, Kristian R; Minkley, David R; Leong, Jong S; Macdonald, Graham M; Davidsen, Amanda E; Parker, William A; Mazzola, Rosetta SA; Campbell, Briony; Koop, Ben F",13.0,2013,"Genomics of sablefish (Anoplopoma fimbria): expressed genes, mitochondrial phylogeny, linkage map and identification of a putative sex gene",BMC Genomics,BMC Genomics,BMC Genomics,14,1,,Springer Science and Business Media LLC,1471-2164,journal-article,104.0,21.0,Rondeau,2013.0,"Rondeau, E. B., A. M. Messmer, D. S. Sanderson, S. G. Jantzen, K. R. von Schalburg, D. R. Minkley, J. S. Leong, G. M. Macdonald, A. E. Davidsen, W. A. Parker, R. S. A. Mazzola, B. Campbell, and B. F. Koop. 2013. Genomics of sablefish (Anoplopoma fimbria): expressed genes, mitochondrial phylogeny, linkage map and identification of a putative sex gene. Bmc Genomics 14.",high,100.0,100.0,,,False,False,False
venkat2014,10.1016/j.scienta.2014.08.017,https://doi.org/10.1016/j.scienta.2014.08.017,"Venkat, Sudarshini K.; Bommisetty, Padmakar; Patil, Manjunath S.; Reddy, Lakshman; Chennareddy, Aswath",5.0,2014,"The genetic linkage maps of Anthurium species based on RAPD, ISSR and SRAP markers",Scientia Horticulturae,Scientia Horticulturae,Scientia Horticulturae,178,,132-137,Elsevier BV,0304-4238,journal-article,22.0,22.0,Venkat,2014.0,"Venkat, S. K., P. Bommisetty, M. S. Patil, L. Reddy, and A. Chennareddy. 2014. The genetic linkage maps of Anthurium species based on RAPID, ISSR and SRAP markers. Scientia Horticulturae 178:132-137.",high,99.38650306748468,100.0,,,False,False,False
shi2013,10.1371/journal.pone.0076459,https://doi.org/10.1371/journal.pone.0076459,"Shi, Yuan Yuan; Sun, Liang Xian; Huang, Zachary Y.; Wu, Xiao Bo; Zhu, Yong Qiang; Zheng, Hua Jun; Zeng, Zhi Jiang",7.0,2013,A SNP Based High-Density Linkage Map of Apis cerana Reveals a High Recombination Rate Similar to Apis mellifera,PLoS ONE,PLOS ONE,PLoS ONE,8,10,e76459,Public Library of Science (PLoS),1932-6203,journal-article,19.0,23.0,Shi,2013.0,"Shi, Y. Y., L. X. Sun, Z. Y. Huang, X. B. Wu, Y. Q. Zhu, H. J. Zheng, and Z. J. Zeng. 2013. A SNP Based High-Density Linkage Map of Apis cerana Reveals a High Recombination Rate Similar to Apis mellifera. Plos One 8.",high,100.0,100.0,,,False,False,False
solignac2007,10.1186/gb-2007-8-4-r66,https://doi.org/10.1186/gb-2007-8-4-r66,"Solignac, Michel; Mougel, Florence; Vautrin, Dominique; Monnerot, Monique; Cornuet, Jean-Marie",5.0,2007,"A third-generation microsatellite-based linkage map of the honey bee, Apis mellifera, and its comparison with the sequence-based physical map",Genome Biology,Genome Biology,Genome Biol,8,4,,Springer Science and Business Media LLC,1474-760X,journal-article,96.0,24.0,Wilfert,2007.0,"Solignac, M., F. Mougel, D. Vautrin, M. Monnerot, and J. M. Cornuet. 2007. A third-generation microsatellite-based linkage map of the honey bee, Apis mellifera, and its comparison with the sequence-based physical map.",high,100.0,13.33333333333333,,,False,False,False
tian2015,10.1038/srep14852,https://doi.org/10.1038/srep14852,"Tian, Meilin; Li, Yangping; Jing, Jing; Mu, Chuang; Du, Huixia; Dou, Jinzhuang; Mao, Junxia; Li, Xue; Jiao, Wenqian; Wang, Yangfan; Hu, Xiaoli; Wang, Shi; Wang, Ruijia; Bao, Zhenmin",14.0,2015,Construction of a High-Density Genetic Map and Quantitative Trait Locus Mapping in the Sea Cucumber Apostichopus japonicus,Scientific Reports,Scientific Reports,Sci Rep,5,1,,Springer Science and Business Media LLC,2045-2322,journal-article,54.0,25.0,Tian,2015.0,"Tian, M. L., Y. P. Li, J. Jing, C. Mu, H. X. Du, J. Z. Dou, J. X. Mao, X. Li, W. Q. Jiao, Y. F. Wang, X. L. Hu, S. Wang, R. J. Wang, and Z. M. Bao. 2015. Construction of a High-Density Genetic Map and Quantitative Trait Locus Mapping in the Sea Cucumber Apostichopus japonicus. Scientific Reports 5.",high,100.0,100.0,,,False,False,False
willems2007,10.1534/genetics.106.064485,https://doi.org/10.1534/genetics.106.064485,"Willems, Glenda; Dräger, Dörthe B; Courbot, Mikael; Godé, Cécile; Verbruggen, Nathalie; Saumitou-Laprade, Pierre",6.0,2007,The Genetic Basis of Zinc Tolerance in the Metallophyte Arabidopsis halleri ssp. halleri (Brassicaceae): An Analysis of Quantitative Trait Loci,Genetics,Genetics,,176,1,659-674,Oxford University Press (OUP),1943-2631,journal-article,158.0,26.0,Willems,2007.0,"Willems, G., D. B. Drager, M. Courbot, C. Gode, N. Verbruggen, and P. Saumitou-Laprade. 2007. The genetic basis of zinc tolerance in the metallophyte Arabidopsis halleri ssp halleri (Brassicaceae): An analysis of",high,100.0,100.0,,,False,False,False
singer2006,10.1371/journal.pgen.0020144,https://doi.org/10.1371/journal.pgen.0020144,"Singer, Tatjana; Fan, Yiping; Chang, Hur-Song; Zhu, Tong; Hazen, Samuel P; Briggs, Steven P",6.0,2006,A High-Resolution Map of Arabidopsis Recombinant Inbred Lines by Whole-Genome Exon Array Hybridization,PLoS Genetics,PLOS Genetics,PLoS Genet,2,9,e144,Public Library of Science (PLoS),1553-7404,journal-article,96.0,27.0,Singer,2015.0,"Singer, T., Y. P. Fan, H. S. Chang, T. Zhu, S. P. Hazen, and S. P. Briggs. 2006. A high-resolution map of Arabidopsis recombinant inbred lines by whole-genome exon array hybridization. Plos Genetics 2:1352-1361.",high_manual,,,accept,Recovered on author+title query; title matched exactly.,True,False,False
nagy2010,10.1007/s11032-010-9430-4,https://doi.org/10.1007/s11032-010-9430-4,"Nagy, Ervin D.; Chu, Ye; Guo, Yufang; Khanal, Sameer; Tang, Shunxue; Li, Yan; Dong, Weibo B.; Timper, Patricia; Taylor, Christopher; Ozias-Akins, Peggy; Corley Holbrook, C.; Beilinson, Vadim; Nielsen, Niels C.; Thomas Stalker, H.; Knapp, Steven J.",15.0,2010,"Recombination is suppressed in an alien introgression in peanut harboring Rma, a dominant root-knot nematode resistance gene",Molecular Breeding,Molecular Breeding,Mol Breeding,26,2,357-370,Springer Science and Business Media LLC,1380-3743,journal-article,102.0,28.0,Nagy,2010.0,"Nagy, E. D., Y. Chu, Y. F. Guo, S. Khanal, S. X. Tang, Y. Li, W. B. B. Dong, P. Timper, C. Taylor, P. Ozias-Akins, C. C. Holbrook, V. Beilinson, N. C. Nielsen, H. T. Stalker, and S. J. Knapp. 2010. Recombination is suppressed in an alien introgression in peanut harboring Rma, a dominant root-knot",high_manual,,,accept,"Supplied by J. Stapley; verified against Crossref — authors (Nagy, Chu, Guo), title and year 2010 all match the citation exactly.",False,False,False
zhou2014,10.1186/1471-2164-15-351,https://doi.org/10.1186/1471-2164-15-351,"Zhou, Xiaojing; Xia, Youlin; Ren, Xiaoping; Chen, Yulin; Huang, Li; Huang, Shunmou; Liao, Boshou; Lei, Yong; Yan, Liyin; Jiang, Huifang",10.0,2014,Construction of a SNP-based genetic linkage map in cultivated peanut based on large scale marker development using next-generation double-digest restriction-site-associated DNA sequencing (ddRADseq),BMC Genomics,BMC Genomics,BMC Genomics,15,1,,Springer Science and Business Media LLC,1471-2164,journal-article,123.0,29.0,Zhou,2014.0,"Zhou, X. J., Y. L. Xia, X. P. Ren, Y. L. Chen, L. Huang, S. M. Huang, B. S. Liao, Y. Lei, L. Y. Yan, and H. F. Jiang. 2014. Construction of a SNP-based genetic linkage map in cultivated peanut based on large scale marker development using next-generation double-digest restriction-site-associated",high,100.0,100.0,,,False,False,False
li2012,10.1371/journal.pone.0046926,https://doi.org/10.1371/journal.pone.0046926,"Li, Hongjun; Liu, Xiao; Zhang, Guofan",3.0,2012,A Consensus Microsatellite-Based Linkage Map for the Hermaphroditic Bay Scallop (Argopecten irradians) and Its Application in Size-Related QTL Analysis,PLoS ONE,PLOS ONE,PLoS ONE,7,10,e46926,Public Library of Science (PLoS),1932-6203,journal-article,33.0,30.0,Li,2012.0,"Li, H. J., X. Liu, and G. F. Zhang. 2012. Consensus Microsatellite-Based Linkage Map for the Hermaphroditic Bay Scallop (Argopecten irradians) and Its Application in Size-Related QTL Analysis. Plos One 7.",high,100.0,100.0,,,False,False,False
zhu2014,10.1111/age.12194,https://doi.org/10.1111/age.12194,"Zhu, C.; Tong, J.; Yu, X.; Guo, W.; Wang, X.; Liu, H.; Feng, X.; Sun, Y.; Liu, L.; Fu, B.",10.0,2014,A second‐generation genetic linkage map for bighead carp (Aristichthys nobilis) based on microsatellite markers,Animal Genetics,Animal Genetics,Animal Genetics,45,5,699-708,Wiley,0268-9146,journal-article,24.0,31.0,Zhu,2014.0,"Zhu, C., J. Tong, X. Yu, W. Guo, X. Wang, H. Liu, X. Feng, Y. Sun, L. Liu, and B. Fu. 2014. A second-generation genetic linkage map for bighead carp (Aristichthys nobilis) based on microsatellite markers. Animal Genetics 45:699-",high,96.8609865470852,100.0,,,False,False,False
devos2013,10.1371/journal.pone.0057585,https://doi.org/10.1371/journal.pone.0057585,"De Vos, Stephanie; Bossier, Peter; Van Stappen, Gilbert; Vercauteren, Ilse; Sorgeloos, Patrick; Vuylsteke, Marnik",6.0,2013,A first AFLP-Based Genetic Linkage Map for Brine Shrimp Artemia franciscana and Its Application in Mapping the Sex Locus,PLoS ONE,PLOS ONE,PLoS ONE,8,3,e57585,Public Library of Science (PLoS),1932-6203,journal-article,32.0,32.0,DeVos,2013.0,"De Vos, S., P. Bossier, G. Van Stappen, I. Vercauteren, P. Sorgeloos, and M. Vuylsteke. 2013. A first AFLP-Based Genetic Linkage Map for Brine Shrimp Artemia franciscana and Its Application in Mapping the Sex Locus. Plos One",high,100.0,90.9090909090909,,,False,False,False
phan2003,10.1046/j.1364-3703.2003.00185.x,https://doi.org/10.1046/j.1364-3703.2003.00185.x,"Phan, H. T. T.; Ford, R.; Taylor, P. W. J.",3.0,2003,"Mapping the mating type locus of Ascochyta rabiei , the causal agent of ascochyta blight of chickpea",Molecular Plant Pathology,Molecular Plant Pathology,Molecular Plant Pathology,4,5,373-381,Wiley,1464-6722,journal-article,19.0,33.0,Phan,2003.0,"Phan, H. T. T., R. Ford, and P. W. J. Taylor. 2003. Mapping the mating type locus of Ascochyta rabiei, the causal agent of ascochyta blight of chickpea.",high,100.0,100.0,,,False,False,False
christians2011,10.1371/journal.pone.0019325,https://doi.org/10.1371/journal.pone.0019325,"Christians, Julian K.; Cheema, Manjinder S.; Vergara, Ismael A.; Watt, Cortney A.; Pinto, Linda J.; Chen, Nansheng; Moore, Margo M.",7.0,2011,Quantitative Trait Locus (QTL) Mapping Reveals a Role for Unstudied Genes in Aspergillus Virulence,PLoS ONE,PLOS ONE,PLoS ONE,6,4,e19325,Public Library of Science (PLoS),1932-6203,journal-article,19.0,34.0,Christians,2011.0,"Christians, J. K., M. S. Cheema, I. A. Vergara, C. A. Watt, L. J. Pinto, N. S. Chen, and M. M. Moore. 2011. Quantitative Trait Locus (QTL) Mapping Reveals a Role for Unstudied Genes in Aspergillus Virulence. Plos One 6.",high,100.0,100.0,,,False,False,False
sanetra2009,10.1534/genetics.108.089367,https://doi.org/10.1534/genetics.108.089367,"Sanetra, Matthias; Henning, Frederico; Fukamachi, Shoji; Meyer, Axel",4.0,2009,"A Microsatellite-Based Genetic Linkage Map of the Cichlid Fish,Astatotilapia burtoni(Teleostei): A Comparison of Genomic Architectures Among Rapidly Speciating Cichlids",Genetics,Genetics,,182,1,387-397,Oxford University Press (OUP),1943-2631,journal-article,59.0,35.0,Sanetra,2009.0,"Sanetra, M., F. Henning, S. Fukamachi, and A. Meyer. 2009. A Microsatellite-Based Genetic Linkage Map of the Cichlid Fish, Astatotilapia burtoni (Teleostei): A Comparison of Genomic Architectures Among Rapidly",high,100.0,100.0,,,False,False,False
carlson2015,10.1534/g3.114.015438,https://doi.org/10.1534/g3.114.015438,"Carlson, Brian M; Onusko, Samuel W; Gross, Joshua B",3.0,2015,A High-Density Linkage Map for Astyanax mexicanus Using Genotyping-by-Sequencing Technology,G3 Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,,5,2,241-251,Oxford University Press (OUP),2160-1836,journal-article,33.0,36.0,Carlson,2015.0,"Carlson, B. M., S. W. Onusko, and J. B. Gross. 2015. A High-Density Linkage Map for Astyanax mexicanus Using Genotyping-by-Sequencing Technology. G3-Genes Genomes Genetics 5:241-251.",high,100.0,100.0,,,False,False,False
chaffin2016,10.3835/plantgenome2015.10.0102,https://doi.org/10.3835/plantgenome2015.10.0102,"Chaffin, Ashley S.; Huang, Yung‐Fen; Smith, Scott; Bekele, Wubishet A.; Babiker, Ebrahiem; Gnanesh, Belaghihalli N.; Foresman, Bradley J.; Blanchard, Steven G.; Jay, Jeremy J.; Reid, Robert W.; Wight, Charlene P.; Chao, Shiaoman; Oliver, Rebekah; Islamovic, Emir; Kolb, Frederic L.; McCartney, Curt; Mitchell Fetch, Jennifer W.; Beattie, Aaron D.; Bjørnstad, Åsmund; Bonman, J. Michael; Langdon, Tim; Howarth, Catherine J.; Brouwer, Cory R.; Jellen, Eric N.; Klos, Kathy Esvelt; Poland, Jesse A.; Hsieh, Tzung‐Fu; Brown, Ryan; Jackson, Eric; Schlueter, Jessica A.; Tinker, Nicholas A.",31.0,2016,A Consensus Map in Cultivated Hexaploid Oat Reveals Conserved Grass Synteny with Substantial Subgenome Rearrangement,The Plant Genome,The Plant Genome,The Plant Genome,9,2,,Wiley,1940-3372,journal-article,100.0,37.0,Chafffin,2016.0,"Chaffin, A. S., Y.-F. Huang, S. Smith, W. A. Bekele, E. Babiker, B. N. Gnanesh, B. J. Foresman, S. G. Blanchard, J. J. Jay, R. W. Reid, C. P. Wight, S. Chao, R. Oliver, E. Islamovic, F. L. Kolb, C. McCartney, J. W. M. Fetch, A. D. Beattie, A. Bjornstad, J. M. Bonman, T. Langdon, C. J. Howarth, C. R. Brouwer, E. N. Jellen, K. E. Klos, J. A. Poland, T.-F. Hsieh, R. Brown, E. Jackson, J. A. Schlueter, and N. A. Tinker. 2016. A Consensus Map in Cultivated Hexaploid Oat Reveals Conserved Grass Synteny with Substantial",high,100.0,93.33333333333331,,,False,False,False
sim2017,10.1534/g3.117.040170,https://doi.org/10.1534/g3.117.040170,"Sim, Sheina B; Geib, Scott M",2.0,2017,A Chromosome-Scale Assembly of theBactrocera cucurbitaeGenome Provides Insight to the Genetic Basis ofwhite pupae,G3 Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,,7,6,1927-1940,Oxford University Press (OUP),2160-1836,journal-article,40.0,38.0,Sim,2017.0,"Sim, S. B., and S. M. Geib. 2017. A Chromosome-Scale Assembly of the Bactrocera cucurbitae Genome Provides Insight to the Genetic Basis of",high,100.0,100.0,,,False,False,False
kuzina2011,10.1016/j.phytochem.2010.11.007,https://doi.org/10.1016/j.phytochem.2010.11.007,"Kuzina, Vera; Nielsen, Jens Kvist; Augustin, Jörg Manfred; Torp, Anna Maria; Bak, Søren; Andersen, Sven Bode",6.0,2011,"Barbarea vulgaris linkage map and quantitative trait loci for saponins, glucosinolates, hairiness and resistance to the herbivore Phyllotreta nemorum",Phytochemistry,Phytochemistry,Phytochemistry,72,2-3,188-198,Elsevier BV,0031-9422,journal-article,63.0,39.0,Kuzina,2011.0,"Kuzina, V., J. K. Nielsen, J. M. Augustin, A. M. Torp, S. Bak, and S. B. Andersen. 2011. Barbarea vulgaris linkage map and quantitative trait loci for saponins, glucosinolates, hairiness and resistance to the herbivore Phyllotreta",high,100.0,100.0,,,False,False,False
brennan2012,10.1007/s12042-012-9109-6,https://doi.org/10.1007/s12042-012-9109-6,"Brennan, Adrian Christopher; Bridgett, Stephen; Shaukat Ali, Mobina; Harrison, Nicola; Matthews, Andrew; Pellicer, Jaume; Twyford, Alex David; Kidner, Catherine Anne",8.0,2012,"Genomic Resources for Evolutionary Studies in the Large, Diverse, Tropical Genus, Begonia",Tropical Plant Biology,Tropical Plant Biology,Tropical Plant Biol.,5,4,261-276,Springer Science and Business Media LLC,1935-9756,journal-article,17.0,40.0,Brennan,2012.0,"Brennan, A. C., S. Bridgett, M. S. Ali, N. Harrison, A. Matthews, J. Pellicer, A. D. Twyford, and C. A. Kidner. 2012. Genomic Resources for Evolutionary Studies in the Large, Diverse, Tropical Genus, Begonia. Tropical Plant",high,100.0,100.0,,,False,False,False
laurent2007,10.1007/s00122-007-0609-y,https://doi.org/10.1007/s00122-007-0609-y,"Laurent, V.; Devaux, P.; Thiel, T.; Viard, F.; Mielordt, S.; Touzet, P.; Quillet, M. C.",7.0,2007,Comparative effectiveness of sugar beet microsatellite markers isolated from genomic libraries and GenBank ESTs to map the sugar beet genome,Theoretical and Applied Genetics,Theoretical and Applied Genetics,Theor Appl Genet,115,6,793-805,Springer Science and Business Media LLC,0040-5752,journal-article,48.0,41.0,Laurent,2007.0,"Laurent, V., P. Devaux, T. Thiel, F. Viard, S. Mielordt, P. Touzet, and M. C. Quillet. 2007. Comparative effectiveness of sugar beet microsatellite markers isolated from genomic libraries and GenBank ESTs to map the sugar beet genome. Theoretical and Applied Genetics 115:793-805.",high_manual,,,accept,Recovered on author+title query; title matched exactly.,False,False,False
jiang2010,10.1007/s11032-010-9436-y,https://doi.org/10.1007/s11032-010-9436-y,"Jiang, Tingbo; Zhou, Boru; Gao, Fuling; Guo, Baozhu",4.0,2010,Genetic linkage maps of white birches (Betula platyphylla Suk. and B. pendula Roth) based on RAPD and AFLP markers,Molecular Breeding,Molecular Breeding,Mol Breeding,27,3,347-356,Springer Science and Business Media LLC,1380-3743,journal-article,15.0,42.0,Jiang,2011.0,"Jiang, T. B., B. R. Zhou, F. L. Gao, and B. Z. Guo. 2011. Genetic linkage maps of white birches (Betula platyphylla Suk. and B. pendula Roth) based on RAPD and AFLP markers. Molecular Breeding 27:347-356.",high,100.0,100.0,,,True,False,False
beldade2009,10.1371/journal.pgen.1000366,https://doi.org/10.1371/journal.pgen.1000366,"Beldade, Patrícia; Saenko, Suzanne V.; Pul, Nicolien; Long, Anthony D.",4.0,2009,A Gene-Based Linkage Map for Bicyclus anynana Butterflies Allows for a Comprehensive Analysis of Synteny with the Lepidopteran Reference Genome,PLoS Genetics,PLOS Genetics,PLoS Genet,5,2,e1000366,Public Library of Science (PLoS),1553-7404,journal-article,96.0,43.0,Beldade,2009.0,"Beldade, P., S. V. Saenko, N. Pul, and A. D. Long. 2009. A Gene-Based Linkage Map for Bicyclus anynana Butterflies Allows for a Comprehensive Analysis of Synteny with the Lepidopteran Reference Genome. Plos Genetics",high,100.0,100.0,,,False,False,False
schnabel2003,10.1159/000075726,https://doi.org/10.1159/000075726,"Schnabel, R.D.; Taylor, J.F.; Derr, J.N.",3.0,2003,Development of a linkage map and QTL scan for growth traits in North American bison,Cytogenetic and Genome Research,Cytogenetic and Genome Research,Cytogenet Genome Res,102,1-4,59-64,S. Karger AG,1424-8581,journal-article,8.0,44.0,Schnabel,2003.0,"Schnabel, R. D., J. F. Taylor, and J. N. Derr. 2003. Development of a linkage map and QTL scan for growth traits in North American bison. Cytogenetic and",high,100.0,100.0,,,False,False,False
